duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,cast_total_facebook_likes,facenumber_in_poster,budget,actor_2_facebook_likes,movie_facebook_likes,rating
113,181,300,33000,45996718,34738,3,60000000,301,40000,B
100,11000,485,10000,43337279,12258,2,60000000,1000,0,C
127,162,379,18000,36965395,19776,3,,748,0,B
125,209,896,8000,40559930,10623,0,60000000,1000,0,B
107,69,206,310,36279230,1352,0,60000000,219,690,B
116,53,906,27000,43119879,31224,0,60000000,1000,0,B
100,0,210,436,35096190,1395,1,60000000,399,0,B
117,258,896,2000,43290977,7053,1,80000000,1000,0,B
96,11000,236,22000,32122249,22889,1,60000000,394,846,C
101,50,1000,22000,40076438,38809,2,60000000,14000,0,B
117,456,569,21000,31670931,23745,0,60000000,939,0,B
126,0,9000,13000,30695227,34774,3,60000000,10000,0,B
86,25,265,13000,28424210,14918,0,,1000,470,C
101,93,218,287,26082914,993,2,87000000,233,0,C
85,0,82,11000,26288320,11301,0,60000000,102,880,B
130,545,552,722,26616590,2525,0,60000000,585,10000,B
104,293,256,780,30063805,2109,0,60000000,265,0,B
140,23,579,11000,13082288,12634,1,60000000,779,2000,B
131,37,507,968,18208078,3012,3,60000000,848,0,B
118,167,778,20000,22451,22447,0,60000000,882,17000,B
90,48,196,973,11802056,1865,1,60000000,400,791,C
122,2000,1000,11000,22362500,15275,0,55000000,1000,641,B
106,34,466,3000,17281832,5329,3,60000000,1000,0,B
107,192,280,40000,7605668,42683,2,60000000,2000,12000,C
156,892,102,26000,4535117,26564,3,60000000,368,0,D
119,3,22,879,,1026,1,68005000,107,426,B
132,131,242,11000,10166502,12133,0,80000000,298,0,B
114,65,440,743,12065985,2367,1,60000000,730,296,C
103,11,543,2000,80021740,5497,4,58000000,1000,35000,B
22,,271,870,,2433,1,3000000,558,990,B
90,32,809,1000,35231365,6299,0,60000000,891,500,D
87,10,349,13000,53715611,14574,1,63000000,1000,2000,C
103,30,727,963,29580087,3150,2,58000000,935,0,C
125,189,839,1000,44665963,5081,2,58000000,847,22000,B
125,143,519,1000,49875589,4416,0,58000000,664,0,C
30,,479,962,,2558,0,,722,0,B
136,138,9000,18000,60984028,45271,2,57000000,14000,11000,B
103,357,40,2000,51317350,2710,0,57000000,663,0,B
97,420,455,4000,28328132,9814,2,58000000,3000,782,B
131,108,58,23000,25528495,23325,2,57000000,243,0,C
22,,676,883,,4115,1,,701,0,B
142,0,194,15000,329691196,15700,0,55000000,294,59000,A
92,25,639,1000,217326336,2847,0,60000000,718,0,C
108,116,708,22000,166225040,24286,2,55000000,713,0,B
188,503,467,10000,134218018,12940,0,55000000,593,0,B
95,293,744,851,128769345,3155,1,54000000,773,960,C
92,39,458,3000,105263257,4518,0,55000000,562,5000,C
134,521,186,15000,107100855,16281,0,55000000,535,65000,B
100,52,394,795,100328194,2638,0,50000000,419,0,B
132,845,683,18000,101530738,37605,0,55000000,17000,56000,B
123,12000,665,18000,91400000,30132,0,53000000,10000,0,B
117,125,168,10000,162586036,11036,0,55000000,617,32000,A
128,272,383,2000,83000000,3888,0,55000000,812,0,B
114,52,539,12000,78745923,13905,1,55000000,702,0,B
85,0,490,21000,66365290,22458,2,55000000,860,0,B
44,,72,847,,1359,4,1400000,440,0,A
97,96,403,13000,63408614,14432,1,55000000,549,0,B
104,0,812,13000,58422650,25599,3,55000000,11000,8000,B
133,53,263,1000,68750000,2916,0,55000000,780,0,B
94,70,497,1000,68218041,2820,1,55000000,549,14000,B
91,39,562,1000,55747724,3104,1,55000000,591,0,C
145,21000,243,534,55473600,1543,0,50000000,273,0,B
122,287,135,22000,41609593,24270,2,55000000,2000,0,B
110,81,163,1000,38553833,1752,0,55000000,416,0,B
102,82,537,622,34350553,2488,4,68000000,591,15000,C
94,607,215,933,34238611,2248,1,55000000,518,0,B
118,101,327,13000,33828318,14036,2,55000000,390,0,C
99,3,490,8000,33472850,10026,3,55000000,509,0,C
141,16000,539,11000,35707327,12840,0,55000000,963,14000,B
107,99,581,18000,20550712,31014,1,50000000,11000,1000,C
116,12000,552,22000,18573791,24618,3,55000000,617,0,C
114,159,877,13000,16264475,16899,1,55000000,2000,0,B
93,45,352,9000,25857987,10185,0,62000000,460,0,C
100,0,745,995,11466088,3952,0,71000000,879,316,C
107,11,506,939,16088610,3742,2,55000000,605,610,C
95,906,287,956,6768055,2260,0,57000000,579,437,C
119,59,676,2000,39440655,4315,1,55000000,828,19000,B
152,0,177,617,,1403,0,2000000,367,0,B
96,13,534,13000,,15803,1,55000000,854,448,C
123,125,835,10000,69951824,14727,1,55000000,3000,26000,B
92,394,565,13000,9483821,25418,3,55000000,11000,10000,C
123,488,2000,5000,26838389,12700,0,57000000,4000,0,B
110,94,240,277,75604320,847,1,54000000,245,0,C
121,102,43,117,5660084,286,0,54000000,62,2000,D
128,234,581,14000,7221458,27614,0,55000000,12000,0,B
94,383,753,4000,58297830,6017,1,50000000,808,0,B
127,1000,653,1000,57386369,2601,1,52500000,691,10000,B
123,108,3000,40000,62563543,63769,7,53000000,19000,44000,B
135,16000,310,23000,33574332,24468,0,90000000,638,0,B
189,0,1000,16000,25031037,22186,0,53000000,3000,0,B
172,438,466,852,22843047,2397,1,55000000,637,853,C
141,14000,3000,29000,164435221,48153,0,52000000,15000,15000,A
157,0,304,1000,95720716,2759,0,40000000,1000,39000,B
108,58,838,14000,143704210,26002,1,52000000,11000,10000,B
125,0,11000,14000,110476776,45696,12,52000000,12000,9000,C
215,0,463,648,36385763,1937,0,52000000,568,0,B
118,869,21,134,34580635,209,1,52000000,27,0,B
92,180,75,211,23324666,488,1,52000000,135,0,B
116,101,79,889,90567722,1711,1,51000000,624,0,B
90,176,523,677,72601713,2055,1,51000000,560,605,C
93,14,728,2000,35092918,5468,0,,1000,1000,C
90,80,21,145,267652016,275,1,60000000,50,0,B
106,53,593,13000,62453315,14607,2,50200000,963,36000,B
139,488,597,10000,153620822,12182,0,50000000,743,0,B
112,3000,1000,15000,218628680,21773,1,50000000,3000,74000,B
115,293,878,49000,135014968,74382,1,50000000,22000,0,B
143,285,7000,11000,2175312,28176,2,50000000,8000,41000,B
112,14000,417,1000,126975169,3388,0,50000000,560,37000,B
131,0,658,8000,125548685,10003,0,52000000,883,0,B
112,97,584,17000,191616238,19428,2,50000000,920,24000,B
123,277,4000,11000,105264608,25697,0,60000000,10000,11000,B
107,43,569,12000,126088877,14569,2,50000000,919,10000,B
124,0,701,8000,91030827,9988,2,50000000,818,0,B
125,252,10000,40000,127997349,62837,1,50000000,11000,90000,B
90,241,416,1000,81517441,3148,1,50000000,495,0,B
109,155,293,426,81022333,1761,0,50000000,387,0,C
121,295,329,12000,79948113,13421,0,50000000,748,0,B
95,9,11000,14000,88658172,37967,2,50000000,11000,2000,C
118,43,7000,33000,84244877,57426,7,50000000,15000,44000,B
80,12,58,13000,75367693,13430,0,35000000,258,795,C
133,152,11000,22000,75605492,53094,1,50000000,18000,27000,B
127,249,808,18000,67823573,30383,3,50000000,11000,0,B
98,99,433,12000,67128202,14007,3,65000000,536,0,C
132,160,443,20000,70496802,22417,1,54000000,979,48000,A
45,,132,416,,1816,2,,171,0,B
78,5,1000,8000,58336565,11124,0,50000000,2000,624,B
113,39,477,1000,54997476,3341,0,50000000,912,970,B
98,75,467,10000,55682070,11946,2,50000000,520,45000,B
109,154,144,15000,55092830,15608,1,60000000,348,27000,B
128,79,414,13000,50815288,14747,0,50000000,903,0,B
95,34,679,17000,50150619,19513,1,50000000,995,18000,B
105,12,935,87000,48745150,101383,1,50000000,11000,773,C
125,0,957,10000,48154732,15569,1,50000000,2000,2000,C
129,21000,283,495,48265581,1397,1,50000000,294,25000,B
118,41,585,18000,44737059,24024,1,50000000,4000,0,B
113,22,1000,3000,56724080,8398,7,50000000,1000,39000,B
89,77,159,490,47553512,1367,0,50000000,298,15000,C
104,644,174,437,42610000,1093,1,55000000,289,669,C
141,71,3000,21000,47105085,30183,1,50000000,3000,47000,B
124,75,258,294,41256277,1289,2,50000000,273,0,C
108,17,186,14000,40203020,15634,1,40000000,1000,0,C
114,73,323,18000,40905277,19739,3,50000000,886,1000,B
93,0,717,12000,39177541,14899,1,50000000,722,0,D
119,0,39,29000,39778599,29461,0,50000000,414,0,B
99,160,72,330,38105077,701,0,40000000,119,0,B
137,0,432,24000,35168395,25469,0,50000000,743,0,B
117,31,210,2000,32800000,3016,1,40000000,472,877,C
87,9,1000,15000,33643461,20061,0,50000000,2000,0,C
115,58,401,33000,31874869,34606,0,50000000,455,0,B
132,503,282,45000,30306268,58528,0,50000000,13000,0,B
95,0,323,13000,27067160,14706,1,50000000,559,0,C
125,487,201,430,26616999,1300,3,40000000,329,43000,C
110,16000,581,16000,26199517,18635,1,50000000,1000,705,B
118,670,294,6000,25450527,7654,0,50000000,450,0,B
60,,398,629,,2758,2,,512,915,B
119,0,639,13000,24006726,15757,8,50000000,1000,0,B
139,378,303,11000,20389967,12786,1,50000000,552,10000,B
130,317,256,18000,19593740,32637,0,50000000,14000,0,B
114,174,655,14000,26442251,16992,2,50000000,988,15000,B
96,0,509,10000,17114882,17211,1,25000000,6000,0,B
158,0,15,51,14131298,144,0,390000000,40,0,B
102,234,11000,20000,21557240,45202,3,49900000,11000,18000,C
115,333,317,972,10556196,2606,2,50000000,713,697,B
99,32,479,1000,16671505,2949,1,50000000,619,0,C
135,596,2000,10000,10400000,15820,1,50000000,3000,943,C
43,,600,3000,,5381,3,,845,0,B
127,12000,897,984,10137232,5702,0,50000000,940,0,B
95,83,1000,18000,20488579,29926,1,50000000,8000,0,C
124,98,592,1000,19445217,3580,7,60000000,852,14000,B
102,0,1000,14000,28837115,24107,4,50000000,8000,28000,C
88,5,338,11000,6471394,11972,5,50000000,387,288,C
104,71,982,12000,10706786,16481,1,50000000,2000,15000,C
96,43,77,841,8742261,1385,2,18000000,342,0,D
64,,184,1000,,1863,8,,531,31000,A
104,212,380,879,21413502,2795,5,40000000,560,2000,B
190,0,215,599,124107476,1418,0,48000000,399,0,B
127,14000,440,11000,197171806,12884,5,48000000,844,0,A
120,662,502,20000,31569268,23051,0,49000000,2000,67000,B
118,176,308,18000,66488090,29748,2,48000000,11000,0,B
89,42,235,598,,2353,0,1500000,555,352,C
137,79,194,27000,1206135,27666,3,50000000,254,18000,B
112,109,261,779,56607223,1823,8,48000000,629,0,B
123,446,821,20000,47095453,22209,1,48000000,1000,0,B
93,11000,484,3000,37879996,5390,2,48000000,575,0,B
122,446,600,23000,53574088,33548,1,55000000,8000,0,B
115,118,482,14000,89253340,16967,0,48000000,794,38000,B
96,0,302,2000,60154431,3718,1,47000000,1000,0,B
110,375,59,113,528972,371,0,,102,522,B
113,323,835,1000,69304264,4660,0,48000000,977,0,B
132,545,807,919,29781453,4796,1,48000000,811,0,B
75,0,677,4000,15519841,6863,3,47000000,769,261,C
105,29,692,8000,126805112,12344,1,46000000,1000,0,B
102,148,135,8000,93607673,9176,4,48000000,973,881,C
111,906,906,1000,92001027,6315,2,45000000,1000,3000,B
81,39,364,13000,10539414,14619,1,47000000,541,0,C
116,380,826,18000,58918501,33233,1,46000000,13000,975,B
127,65,345,788,14946229,2104,1,25000000,423,0,B
91,32,628,924,130512915,3244,2,45000000,664,0,C
98,118,558,14000,139852971,16410,0,45000000,935,63000,B
109,80,213,545,106807667,1574,1,45000000,337,0,B
93,40,311,14000,101702060,17925,0,45000000,3000,0,C
141,79,956,18000,100768056,30063,0,45000000,8000,0,B
119,541,551,821,92115211,4043,3,45000000,577,1000,B
117,176,308,11000,83287363,12757,1,45000000,530,0,B
101,126,586,3000,82931301,6292,0,60000000,949,0,C
153,777,1000,20000,60962878,37321,2,46000000,15000,86000,A
102,23,436,25000,71423726,26998,3,45000000,724,19000,B
83,322,179,1000,71277420,1645,7,45000000,422,0,C
110,45,595,886,70001065,3174,1,45000000,650,0,B
136,49,730,17000,67253092,20299,0,30000000,807,0,B
89,49,514,2000,65557989,3717,0,45000000,902,0,C
107,18,560,811,60786269,3106,5,45000000,625,0,C
95,487,1000,18000,162792677,24205,0,120000000,1000,0,B
110,49,20,13000,57362581,13331,2,45000000,279,0,C
135,41,808,982,53854588,3648,0,45000000,843,1000,B
95,58,3000,14000,52580895,27351,1,45000000,8000,743,C
109,37,651,11000,51019112,14073,0,50000000,2000,10000,B
94,85,443,14000,50648679,16225,1,45000000,706,0,B
117,153,734,35000,46280507,49743,0,40000000,11000,12000,B
111,161,132,11000,46815748,12161,1,45000000,894,0,B
96,0,563,1000,35617599,2965,1,45000000,845,0,C
94,160,167,550,32003620,1102,1,25000000,216,2000,B
87,29,252,427,27972410,1461,1,35000000,304,2000,B
177,0,202,913,27400000,2449,3,40000000,362,11000,B
133,278,107,5000,24343673,5405,0,45000000,117,14000,B
102,503,795,13000,36883539,15053,2,52000000,929,0,B
101,326,510,14000,22531698,15990,0,70000000,844,0,C
117,11000,451,905,20101861,2348,0,45000000,484,0,B
86,13,553,1000,25200412,3423,3,45000000,701,916,C
134,38,2000,11000,19377727,24351,3,45000000,8000,0,B
95,38,20,409,13401683,578,0,35000000,107,46000,B
220,0,820,13000,15527125,15006,2,57000000,861,652,C
212,0,805,12000,13560960,21130,0,50000000,5000,915,B
106,208,855,3000,11146409,6558,0,45000000,1000,0,B
160,0,826,23000,7916887,26982,0,45000000,1000,0,B
99,15,61,12000,15279680,12166,1,40000000,68,0,C
74,188,865,11000,7262288,13917,2,40000000,1000,892,B
103,170,269,849,2154540,2457,2,45000000,623,68,C
101,32,104,219,8129455,661,1,45000000,141,17000,B
130,0,650,1000,136019448,3133,1,44500000,660,89000,B
130,99,812,11000,183875760,13357,1,44000000,1000,0,B
147,272,893,22000,53300852,37076,3,44000000,11000,0,B
96,170,668,13000,150415432,15662,0,44000000,738,0,B
88,3,40,1000,84300000,1178,0,2600000,48,0,B
325,517,678,12000,1500000,14255,0,44000000,849,1000,B
110,118,287,11000,5773519,12876,2,40000000,1000,11000,B
136,835,225,670,51768623,1801,1,43000000,370,0,B
103,255,5000,11000,24520892,22383,1,45000000,5000,0,B
90,16,16,44,24430272,132,3,43000000,28,0,C
99,23,135,405,31136950,1066,1,44000000,268,0,B
93,165,350,26000,29113588,27834,0,40000000,956,16000,B
124,50,427,8000,116006080,9255,1,42000000,437,11000,B
84,91,206,579,106793915,1817,0,45000000,530,0,B
117,71,547,723,70100000,3841,1,40000000,558,0,C
123,176,749,975,159578352,4825,7,43000000,815,24000,B
105,153,491,4000,45290318,6727,2,42000000,828,17000,B
115,73,505,11000,41543207,15571,1,42000000,3000,893,B
119,89,395,650,35228696,1651,0,32000000,537,0,B
81,119,412,468,59992760,2134,1,42000000,442,0,C
120,17,808,22000,24375436,33585,1,42000000,9000,748,B
104,5,687,5000,20915465,7723,0,42000000,922,0,C
122,487,16,12000,24127895,12076,2,50000000,43,10000,B
91,30,497,922,26404753,3301,1,40000000,786,19000,C
112,133,365,11000,6105175,12239,4,44000000,392,50000,B
30,,253,870,,1610,1,,284,455,B
105,0,52,1000,1260917,1342,4,27000000,172,0,B
101,326,6,326,,488,0,,152,161,C
144,241,996,13000,56083966,18761,1,65000000,3000,0,B
107,0,766,13000,293501675,17540,0,40000000,3000,14000,A
102,20,54,107,18600911,362,6,42000000,81,11000,B
126,80,225,668,90800000,2004,0,8000000,641,0,B
138,737,14000,34000,150117807,83012,5,40000000,23000,63000,B
105,78,298,984,116735231,2129,0,70000000,489,0,B
108,0,690,1000,118500000,3660,0,40000000,869,12000,B
129,456,716,1000,166147885,4585,0,40000000,935,101000,C
84,0,2000,13000,111760631,22935,3,38000000,4000,681,C
94,189,597,3000,138614544,7014,15,40000000,2000,0,C
121,532,127,480,125069696,1261,0,40000000,449,58000,B
134,0,336,1000,102310175,2676,0,40000000,575,40000,B
120,21000,81,10000,96917897,10555,0,40000000,349,74000,B
89,119,807,2000,90703745,5855,8,45000000,869,1000,C
116,0,71,287,89138076,600,4,40000000,157,0,C
107,164,723,8000,90353764,12556,2,40000000,2000,14000,B
155,0,10000,18000,82522790,42220,0,40000000,12000,14000,B
128,241,898,11000,95001343,16911,0,40000000,3000,28000,B
139,333,1000,22000,81292135,36810,1,40000000,13000,0,B
120,155,249,23000,81593527,24300,1,40000000,984,11000,B
121,278,808,22000,75274748,36010,2,35000000,11000,54000,B
117,0,322,855,72455275,2144,1,40000000,363,0,B
178,138,748,904,75305995,5074,0,40000000,876,0,B
90,38,882,2000,72266306,6775,4,40000000,897,0,B
105,29,257,24000,71347010,28928,2,40000000,4000,0,B
206,0,4,433,70405498,698,1,40000000,256,0,A
99,14,633,17000,70163652,19334,0,40000000,826,663,C
137,11000,465,769,115603980,2938,0,65000000,698,35000,B
102,23,651,2000,64149837,7009,1,20000000,2000,0,B
82,160,748,164000,66466372,303717,0,40000000,137000,0,C
142,14000,423,15000,72306065,16944,0,40000000,535,55000,B
114,89,177,836,60923325,2091,2,,719,12000,B
106,23,418,1000,57887882,2325,2,50000000,593,0,B
98,20,968,2000,54967359,7039,0,40000000,2000,0,C
131,58,720,15000,54228104,17152,1,35000000,1000,0,B
113,174,767,14000,61094903,17152,3,30000000,903,29000,B
130,22000,19000,23000,53082743,63986,1,40000000,20000,49000,A
89,7,91,3000,57011847,3361,2,40000000,190,0,C
139,0,19,708,50859889,848,0,40000000,78,14000,B
107,190,520,2000,52000688,4243,0,40000000,1000,17000,B
116,425,204,954,49851591,2179,3,40000000,568,263,C
99,18,211,18000,52320979,18693,0,40000000,426,0,B
104,34,280,545,47806295,1274,0,43000000,351,0,B
101,10,681,1000,46012734,4298,2,40000000,689,3000,C
134,16000,235,880,47034272,2281,1,40000000,413,16000,B
98,326,416,21000,59588068,22318,1,40000000,534,0,C
155,14000,11000,12000,44175394,37570,2,36000000,11000,0,B
102,25,473,1000,41797066,4324,0,40000000,741,0,C
95,80,287,3000,38087756,4634,1,40000000,450,0,C
95,30,664,799,50562555,2787,4,,690,0,B
95,98,78,405,37101011,1070,1,40000000,358,0,C
111,0,687,2000,38176892,4486,0,40000000,741,26000,B
140,0,552,720,35183792,3044,1,38000000,576,0,B
94,52,214,683,38543473,1488,2,40000000,392,0,C
94,0,235,374,36037909,1238,3,60000000,258,390,C
92,77,495,703,42575718,3074,0,40000000,682,20000,C
102,6,584,711,33864342,2913,1,40000000,683,445,C
104,101,223,787,42071069,1827,1,30000000,299,0,B
30,,12,51,,108,0,,21,301,B
136,3000,3000,14000,42615685,28927,3,40000000,9000,24000,B
93,85,510,924,32055248,2711,0,25000000,595,0,B
107,50,58,293,30993544,621,0,40000000,117,0,B
117,260,441,1000,30981850,3969,0,40000000,1000,0,C
135,0,715,3000,29077547,5917,1,40000000,1000,3000,B
107,55,294,3000,29374178,4565,0,40000000,941,394,C
99,287,44,10000,27663982,10469,2,40000000,368,0,C
104,0,327,964,27053815,2888,0,40000000,931,299,C
119,7,903,18000,25178165,29484,1,40000000,9000,8000,B
99,81,135,327,25117498,960,0,40000000,253,0,C
128,545,353,783,24332324,3126,1,40000000,754,680,B
112,118,674,877,36665854,3432,0,40000000,738,15000,B
108,105,616,22000,22433915,34377,1,60000000,11000,416,B
128,34,685,978,22326247,3821,1,60000000,886,0,C
111,17,889,14000,20300000,17877,2,40000000,940,309,B
131,719,683,16000,20302961,18913,0,45000000,893,0,C
101,58,497,12000,14942422,14008,3,40000000,975,555,C
102,19,351,13000,14967182,14463,1,40000000,530,604,C
107,124,572,636,14375181,3374,2,51000000,631,754,C
87,0,563,13000,20999103,24770,0,40000000,11000,15000,B
99,0,402,782,14358033,2125,2,40000000,658,630,C
122,0,54,326,33201661,809,0,77000000,326,39000,A
103,14,624,865,13395939,3639,4,60000000,826,0,B
107,42,171,875,20113965,1702,3,40000000,596,0,B
101,37,595,2000,13208023,4262,1,42000000,886,612,D
109,80,835,14000,13838130,20503,3,40000000,4000,0,C
89,0,500,1000,9652000,3096,0,40000000,627,0,C
100,92,706,1000,12081447,4103,2,,760,866,B
119,5,249,521,7000000,1883,0,36000000,372,328,C
83,7,485,2000,10431220,4024,0,24000000,577,401,C
108,22,61,12000,10326062,14127,0,33000000,2000,10000,B
93,18,443,3000,4835968,4123,0,40000000,545,158,C
84,8,219,545,4777007,1149,3,40000000,248,565,C
91,48,39,61,18438149,222,8,40000000,46,0,C
94,0,379,795,511920,2449,1,40000000,754,211,C
93,13,173,15000,652526,15638,3,40000000,460,823,C
105,154,502,884,80050171,2288,0,20000000,617,0,B
101,47,2,499,876671,504,2,25000000,3,0,B
111,0,385,1000,2869369,2612,2,30000000,970,0,B
112,44,533,1000,77231,2115,0,25000000,580,265,B
126,584,398,11000,4563029,12286,5,39200000,557,58000,B
93,23,596,2000,463730,5240,10,,894,89,C
98,295,380,720,50693162,2630,0,23000000,581,15000,B
107,124,100,152,63411478,568,1,39000000,142,13000,B
102,36,433,747,42640890,1930,1,,452,0,C
87,13000,787,940,35287788,4774,0,39000000,925,25000,B
119,0,279,2000,25335935,2853,0,40000000,505,14000,A
125,44,420,593,60000000,2329,1,39000000,542,0,C
113,88,785,22000,29802761,36009,1,40000000,13000,12000,B
108,72,559,982,127214072,4251,1,38000000,935,0,B
96,126,954,18000,88915214,22436,2,38000000,957,9000,B
100,0,1000,12000,85570368,18291,1,38000000,2000,478,C
